"Projeto";"Tipo de Serviço";"Data Prog.";"Status";"Intervenção";"PowerON";"Equipamento";"Horário Início";"Horário Fim";"Parceira";"Região";"Latitude";"Longitude";"Situação Coordenadas";"Link Google Maps";"Link My Maps";"Origem"
"DMP/A.LES.22.02023";"Rede Compacta";"18/09/2026";"Liberado para Execução";"PIE";"RESOLVIDO";"356ET093221";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.5942130300213";"-46.4140074339981";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5942130300213,-46.4140074339981";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.25.00982";"Religador Automático";"18/09/2026";"Liberado para Documentação";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DMP/A.LES.26.02702";"Religador Automático";"18/09/2026";"Liberado para Execução";"";"";"";"";"";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"";"";"Sem coordenadas";"";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"Sem Coordenadas"
"DAC/A.LES.25.00103";"Alteração de Carga";"19/09/2026";"Liberado para Execução";"FI";"16736999";"353ET024222";"10:00";"14:00";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5316490219943";"-46.5448677878339";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5316490219943,-46.5448677878339";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00883";"Alteração de Carga";"19/09/2026";"Liberado para Execução";"FI";"16737301";"353ET034988";"00:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.535124533782";"-46.5773667500518";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.535124533782,-46.5773667500518";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.00888";"Alteração de Carga";"19/09/2026";"Liberado para Execução";"FI";"16737301";"353ET034988";"00:30";"04:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.535124533782";"-46.5773667500518";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.535124533782,-46.5773667500518";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.01128";"Ligação Nova";"19/09/2026";"Liberado para Execução";"FI";"16733564";"010ET005790";"09:50";"13:50";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.6522233163597";"-46.5379228966286";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6522233163597,-46.5379228966286";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00559";"Remoção de Poste";"19/09/2026";"Liberado para Execução";"FI";"16733787";"015ET233477";"09:40";"13:40";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.7048251810508";"-46.4746191484887";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.7048251810508,-46.4746191484887";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.26.00856";"Ligação Nova";"19/09/2026";"Liberado para Execução";"FI";"16737275";"353ET077250";"10:30";"14:30";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5639072470579";"-46.5079582036611";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5639072470579,-46.5079582036611";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.22.05445";"Reforma de Rede Secundária";"19/09/2026";"Liberado para Execução";"FI";"16737090";"353ET034068";"09:30";"13:30";"Start Engenharia (Área 8B, 9  e 11) NEC";"LES";"-23.5059450605355";"-46.5138585342209";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5059450605355,-46.5138585342209";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.01923";"Religador Automático";"19/09/2026";"Pendente de Aprovação";"FI";"";"356ET167702";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.6177937145111";"-46.4164329837452";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6177937145111,-46.4164329837452";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.02766";"Religador Automático";"19/09/2026";"Liberado para Execução";"FI";"RESOLVIDO";"356ET162636";"10:30";"14:30";"Alpitel Energy (Área 7, 8A e 10) NEC";"LES";"-23.5667073148309";"-46.4196792686996";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5667073148309,-46.4196792686996";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DAC/A.LES.25.01112";"Remoção de Poste";"20/09/2026";"Liberado para Documentação";"FI";"16744119";"353ET037967";"10:00";"14:00";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5661528272021";"-46.5119907620277";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5661528272021,-46.5119907620277";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.23.02503";"Rede Compacta";"20/09/2026";"Pendente de Aprovação";"PIE";"";"010ET014523";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.6319675699842";"-46.5315535602162";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6319675699842,-46.5315535602162";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.23.02517";"Rede Compacta";"20/09/2026";"Pendente de Aprovação";"PIE";"";"010ET014523";"10:00";"14:00";"Engelmig (Área 11) NEC e UPS";"LES";"-23.6319675699842";"-46.5315535602162";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.6319675699842,-46.5315535602162";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
"DMP/A.LES.26.05563";"Substituição de Poste em Mau Estado";"20/09/2026";"Liberado para Documentação";"PIE";"";"356BF054476";"10:00";"14:00";"Conecta Obras Extras (Área 8B, 9 e 11) NEC";"LES";"-23.5976428265914";"-46.4590228089764";"Com coordenadas";"https://www.google.com/maps/search/?api=1&query=-23.5976428265914,-46.4590228089764";"https://www.google.com/maps/d/edit?hl=pt-BR&mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&ll=-23.491120767237867%2C-46.59948536465595&z=11";"MyMaps"
